sign_init,sign_nonce,nonce,sign_update,sign_finalize
66,14,048a8968b848db42f13a41fd1b3a97a68424a8deeed338f0a311bb1fec732d37,7,1145
56,13,008ec9fa1ecb8e6f9d363e9b1780b564ec19fa1050cf45ba7a07f0dcf2a54a73,7,1185
66,14,07326c7da31c8f6a2b945a8ff8b87f87c242a41980ac142c8453381c236d2832,6,1214
65,13,0e0c8843e8f068535ff053ab9384814ef2a493ec9cf7e9f793cf4d024fa12602,6,1145
65,13,02674ea1ce976b31e9fc8b6535a6159b692c831677f76b204224baa491a8ba5f,9,1154
66,14,0a89342c29d3f6f3244340739d4d13e49df8445bb4717ef5dcd85ee0ccb3a384,6,1154
66,13,0dffa046ea8da18f13a8905846205c0d1d3a7a64d076b4f24b84188e633faa13,6,1204
66,14,05e520457173058cb5085fdc720c87530ad35100c7e39f0d93a072bb76c9b1db,6,1136
66,14,0ef9a5341524780bf7d7ee6419829f60428a21f177a222100be01353473d0634,6,1185
57,14,0ed11ba98db716dd871d5b91dd396adf4b0d7dec6e37c4aab62cbbe2e371363e,6,1203
65,14,0d32d77794d21c866029d9e9afdfaecc2a71483d79df93af18ce3341c84d37fd,7,1195
65,13,04e68dbe6be437ac9554b07f2f30e616798f3a27242d0cd9f1327a35ef131637,7,1195
66,14,0100f0ea9642cfc84e905ca163028cdc050e2414b750039f9bc5b56389a86037,7,1195
65,13,0315bc705c12093635987801f39a29e3375e459e1c05005588b2c51b5c1fa2fe,6,1203
66,14,0641af9ddf5bc43191c751b5b8408a88533a4281f3c551d68e99f706453be200,7,1175
65,13,0088be2f0a7aa1fc77703a6029b886b03c705d1038e1e156d4fa214f793346d3,7,1158
65,14,06beecde2a03ecd7f7bdfc956ed1a8b6c9d921baf1d6cf50dc8a078fed58d443,7,1135
65,14,0614dc871c9b551df76f21325b8d9a22475eb0484b2ccaa2a01c88b162327456,7,1184
67,14,068b35da31afa5cf4db065c9ac38b237a43c6da10656fe5c924c8db14ee98427,6,1164
66,14,000fc7b10d5be2d2d060b2f7db7aceee50e61ef512a27d0ebd654402746e3aed,5,1204
66,13,0ad30b269ddccbb3f2d2cb25238391e2112a1dcb633a5d22b1e8d62b1e3d3ec6,7,1185
65,14,0ff3f2e9ad0404306370f5af4cd1d3eb6997a3a83a7266c3742d6681552ecac4,7,1184
66,14,06165bfdb320af03f05bd91c1e0f0616c478fe218f5f918ebe09a1b74f737fdf,6,1174
56,14,05e98f82ce96d1954614dbb5370e3525eeb069a1e9ef4d2067edd044ea0bef01,7,1205
65,14,043e79edd0a8424c93561d8933ef6ce568db593df0504f6250138c3607f89e30,7,1116
66,13,0f752b2a2821ef07504960ce90502f11fd8926cdc401691f770063541d24d830,7,1155
65,14,0184924ddec6e4ade503caa844f704c1a5724218448586b082b4eae8849a4961,7,1185
67,13,06ddf27ddd08feffa732b163de2c014b5d8366dad71be590a2e795ca77b40ed3,7,1203
66,14,018786afbea756473195f945e8229c138567ba743ff9a66ead61fa6e505e2357,6,1126
65,13,01b0fe15297c9f52ee5e8d06434d86e14d54467467f2a328a222f1f3fab7d420,7,1188
66,13,0c18f051ce5d334dfeea7f69649fd74bf16407ef3b5f3a86746406aa62abc1e0,6,1153
65,14,0b1368bb6d1b857020905731d7fc14ca7b700c9057db838f64584dd3bb47a4bb,6,1165
65,13,07828d399e2f9485525c6c9c7717e570cb5296f35091ca806f272f85dfce6d46,6,1185
66,14,056dff5604c8dd19e0ac86bce05a735b19a91f9ee57a6b69e2309cdd4787bfad,7,1175
66,13,0a6e7a8730392c2e736c3b01d74c0db5e19190400705d803654ee9f65a3c7a80,6,1156
66,13,09adce8ac5c37298a842699b1f187ec76cf031a3ca38fa1c73a0693d163338bc,6,1194
66,14,042336efe478e6fdd015e3e25874542c1851b8038d6ab6a77e4ea698c91211f4,7,1144
66,14,07abb2f4b346d2cce3f5e04f5fccad183bff8b18b1b79f828f50e913234510ec,6,1174
65,14,062fbca2333621c92958f5d004b5715dbe703df6c0cfd081b29a7f8cb2d57c63,7,1203
66,14,0ed50338f8025b6b328fa904b3c48ce9f7c81e55a7901c6106cf7425b839ac40,6,1183
65,14,07539d97eb00d57d551cfecedc410016f6145a598e1d3f6ee0d9ce58e1172a6c,7,1164
65,13,061ad3936ea505a988d6f444dfa9e9c13869b61aae7e1c39ef793f7e70cd883b,6,1203
66,13,059a8888e844e870f5957ca89606b49b3555421408a274020dc594c34290252e,6,1198
56,14,0c785b115c7c1942674d29c667b94d9ef8b9903dbd4c062966cb4c7fd53379a3,6,1163
66,13,0c783485f75342d51210c9f17623e331eaffc9bf63756e375cb52a07e1af37af,7,1175
65,13,0a169b74f08ad6bdaac56b9dec0ea4fd9de93ea69220f9fff275ab851b5127b7,6,1164
66,13,09ec3887e4e3915350e28ff6824c5a9bef1b0adb1ba14317f8351b2c89513837,6,1144
57,13,04f3ab1516031d020ca5ce7a2ed250feab5252d371facae5199fb10d2078b581,6,1194
66,14,069b90970af692e6a78cf15e21f8aabd05db810c62d1c23eadea71271810c748,7,1184
65,14,03c3d02aa81b4ae40f8037371cb24078bbb3388e1c9cb5991171241513935086,7,1204
66,14,0a0f53cbbc4d9fd9cb4970650b15693f141124a5d53cbfbf2c39eed5edbd563e,6,1154
66,14,0895eea4b76fe9f04a1929e808f98d88005ef1ece64c86b730fed579b4301fa1,7,1173
66,14,0ec0ff2b8ff032b9b1d63b2a959138fc7bbeeadcd9d12997fd26f8e3095b41e8,7,1224
66,13,0ae25870a4f607605a46c32e63a89610d7b3db52d4e36f9542d33d2494f6cab4,7,1169
66,14,0ac7e39b3ae088e5732d5afe83d82d68e440d9d4f455f41c51ae419da0f08d66,7,1234
57,13,038efbb5b2bae287874542e2b403f668f971a483c9341c418016f9692206f377,7,1165
66,13,0c5bd05865afbf3acd6bb3e27cae949af057cd57e77b46a3f8be107a389e6607,6,1116
66,13,0e033ccf50341f795e143d549dd786c4b35b4623fb48d94c5d634b5c50aaf356,6,1154
66,13,0d071a5848bcde166197a13d0cbe4b1794e284fbb5a9f7b9c946d1f723eeb7b4,6,1166
66,14,018c07203a500425447b1887c170dabd564b9a3d3a7d5219641adc8fe5c192f5,7,1185
66,14,0d6096b0574e9f0b48baaebdc9574607a308dd242e4711d6cacd4425edd8cd72,6,1114
66,14,0495dd5745ff2f43a2c7903049ee4e4de99c2e7f5a109e2927c2a8bd99abece9,6,1190
66,14,0bf09d36dd2fe1e9b718289c8dca3268ad4e66121725b32c9e3a0475f48ccae2,7,1213
66,13,08062eb269088588d9cc5f72ad3b4b9ee087d605ad0704797580bd8440a5a82b,6,1195
65,14,096ceb9b63d3c99319999f19e598d7efde62906529288a013f210f503b37de0e,6,1234
66,14,04229d7658d5ed7cedf4641d3c35333cadbdabc4ccac97891b186bf367184490,6,1203
56,13,02752e0503d30e1226a297bf2df6496278eedc088c5e30f19121fc2fa6064f64,6,1146
66,13,06bbd55e18378337746f978ebb27d0585a5b2cf5ff056e24d8185f9edfe540c6,6,1180
67,13,0a381080ab923d13d2cd56310d81f0944877d6773346bf63129f96336dd173e4,7,1203
66,13,0a3410f7b0008203abee930cef9b2163eafd88f6b1f37fd233121e81fff124b8,7,1193
65,12,02691c61400be60ba76d7fe354d10e4104dd0ee1e4f36b566fc05e08c8a714b9,6,1144
65,14,0f5488bc032a911d2235bedc59e265e3c0ede2721c01c051ec4afb7ec860c381,7,1185
65,13,0954859d5742a4aa677180a281095ed758e35c860fd103f3f532dd04ddd6a12f,7,1213
66,13,0fbb3f19aa96f86af21ef7fbc9b1b0e72f83c77daef8d7531ab36e14d3ff5e17,6,1086
65,13,0045d2e04daf93b63c96b521f84dab8ed82b90910aa51746de047e70372e99a6,6,1119
66,13,019b41f19c360a0d6634014f7ae37938b20072c17c53e8d6c0efdb6b0b4b2833,5,1135
65,13,0656a5591eeadefd2bbd6ab471ffd3916811c507d1ab59d146568ec264291cb4,6,1137
56,14,0f033343ab44741996c899bf7c3f40f0d3bcd66dc922fd72422fc54011c95f39,6,1155
66,14,007461b52b6f74291d71e50d431f3c17535a43dfecee74a9430f1e621c37bec3,6,1148
66,13,00224020eb2bbe97b704171930b9adeeb36e781a1737e07d0f6a613af345d4c0,6,1155
66,14,025c6a99bea4f24f7eaed1569118bbf8ea437fde9f18a734c7541d29592177b2,7,1155
66,14,0c85c49ffbe6fd20e742704b0592ed654c32b777c5c93144ed3205be9ff32a39,6,1194
66,13,0413d8eef0622dc84a35d05424cc982b6a62bb1ac662d285f55d175740bb934b,7,1193
56,14,066b0d438ecbb9654be40842327a519c50cda8f008ad657a6b1f8c06294f0bfe,7,1124
65,13,0c9adfc55aa5c70c344576adaaf2c4e31e771b6bcc547a125ddde7d380b5c393,6,1164
66,13,0fc6e13b8e8a6c0fe0be203e84767d6df4467049a490b39f1c12a54263159885,6,1144
65,14,0eb15be0b6d6b1e2c7054c915c8cebab81fbcf84b00959f239dedd0eef1b4f5e,7,1193
65,13,05c2abbb444cfaa83eb379d1367f8e89c77b2190b757cfb9411e22cdd44bedba,6,1215
66,14,0ef160a627835e140f129206535080ebeb496db3aec52bea7b91005ae62eb11d,7,1175
65,13,0e2f2c1287d87fd80591e7e0a89de6d70d2b4e60eb9f4d7fa2ef149974b094e8,6,1223
66,14,0814e9d22679bc18c1ae55e9bb8dedef44db92da233bc10353313ba3a7d64bfd,7,1223
66,14,0f1ba4ceec1384ed1889533f77b1b3d601363e19aca727744a2116334e0c34cf,6,1145
67,14,020ae34cb139bd037c0deec2eb759a1ac512299519abdf6b26a5e34d58a7918c,7,1183
66,14,0cacf1cb9b4acd3516c3cddbc531891c8c68f3b3eec649cf9fbe730fa7ec9e32,7,1155
66,13,03dc4cd4296e394507f732ffd2ca38960d5a7ee05b6fcd88bc86deb17b70dd0b,5,1194
66,14,006402ecb409641485496cdebc3ec7553fa433bc46626c1e6a17bdfe92248af7,7,1125
66,13,07420710413acd18e9e920304cc3c89830e1c8a7727090ca7153a7467dad96ab,7,1177
66,13,03955b4ab9f823aba16702f7a674a0c55b6c559c38585627d109d7464a294602,6,1169
65,13,0fb70ebdacb4c4d6bfea4f3cd4e72bd3a246ecac0b7f4d86e207f98c5cad8997,6,1224
66,13,095f08615af1fb1bbc170e7cd9d687894031e0af6acaf362547cae7113a4fd06,6,1194
66,13,0161782a5fc26cbaddee255bfefcf0c0a7b229d3dae3f75f8cf2becbae8ea273,6,1229
66,14,0ef3738050449c16d54a2329e3e8718021acd4c31c719330dd307bf0801eacda,7,1204
66,13,0c816ee8b59cfcbc5049a973acfbd540d301cc07a955a43f99a4f3454d37677c,7,1204
66,14,0fe2b0b92e3970b9c7236d9ad7cecd5fca61359d3c4eb6fddd9e6d0590413ec7,7,1175
66,13,032db090563a4eba7bd7d57f3ffd13b421a9f34ab99728e5f4c971cd2e36f4de,7,1136
66,13,08b9d80e06be6af2a79dad1231b04442700d6e126fc8dae85c2ea0118a880794,6,1193
66,13,026b9b76d1b36ce98ca8679b5c16b46207fe44ec360e3012558684f2af648e4b,6,1245
66,13,00bb8d927a9707db187c98c392a9f072f6e4cd7d2f1280b3b92c1aff7c071f72,6,1154
66,13,0151f1e8038abb4b86e0d0550879d40eb8f040ae9340e7949f0aa5b78a34a5ee,6,1165
66,13,0d9ebc2f46af40cf22db97943a06beafe79e3c316919e09ae6a66cf3cc29a9bf,7,1183
65,14,04cd039dd11a613018163e5e4f4f764e622756e47c55009a0230fd0d01075d51,6,1125
65,13,0a05b93c7253df4b42a7aca2d6bad9dd31a53c6bed7bff14a5a51539a6a80995,6,1174
66,13,05df803ae1701f15513473c3f909f8f875fa4b0360d79f631c3ed527844b0031,6,1134
66,14,08278f3fabc3098853a14180be81aa8082af04bb185387226f10e623ff7d2568,6,1155
65,13,0f0df9cd368d24049579af88cb34c6dbd868753b5f7029b6ca4a3a73cdb7bf05,6,1214
66,13,09c93096c88c3f415e238beaa9215f7ab978563125788fae57c1f8f33ad9e4a7,7,1166
67,13,0ac09da9c47ebbbdd5acda4e18aab805f4542cb27ba3650d33230ab537454f74,6,1184
66,14,07cba16842236b879fcb508ea1e61563551d7aad6eb70bcf39812cf977440f19,6,1203
66,13,0ac4efcbf78390208d2b3f308e69ae1f35988a0de019a9c6be343e40ab839712,6,1237
66,14,0bfd31edd21b8e831f081edc85d47acf5865e39f8e45e6c26e89c6a64c035357,6,1174
65,14,03c98a249ac307c7702863508d074509ecd0230dee0fa20aece9513f7d9eeea2,6,1185
66,13,0793856cacaf361ce3b2d891a416449e97b6eb219bedc23aae155dfa0c764d1a,6,1214
66,13,04b9bdf8521657f1dc384f8b1b92c493654e3e43e1b58ce9b4b805f197c49adc,6,1234
65,13,08b68863671de7585dae9072b37b174c47315ccd0189519cb61473bdabce310a,6,1203
66,14,029f24890115eb92173249ce42470db061e8e8783fee6c602a00a3c0be95690c,7,1199
65,14,04f03f20fb9e9bd3a69f331f95ae2c64a75f4cf545cdfc3912710838f5ba14f3,7,1114
66,13,0710337351db55142c2b4c78df41abdb8cf0e43b5e0d89ed1637f09025e7e4ab,7,1141
65,13,0f6ad4af10f6098bc140bf6e0632a5654bef339cb72d86f1621aff84fc2b8f98,6,1166
66,13,0aece022c6facca8aabcfd08eab2479507bcaf05928112891dbb3c5035db6649,6,1224
56,13,078cb2aed8bc0806072828511241b8c52819c07bc7de6e5b80f68c991dd50d8d,6,1212
66,13,04866086c67e046f9ae97f0928b7359db45554a07f3b605c31bfd9a5ae74e413,6,1174
66,13,0a631508003bd723a4c86df17280bb327682bb635d7e7c2d166ff030f8c13098,6,1193
65,13,0779b10cf412762c021597c9f2d5557a2a01be2dc09995a29e78398af653f697,6,1215
66,13,0a7a3c23ad3b4aecdea9d9a5c79c4a70eabb12212b5d22e249d2006984dd90bb,6,1204
65,13,0c940a1e89ebdb8656f4d9e29af0e10ebfa0f4ea48fc1349a89be94ea6c4df58,6,1186
66,13,009644b45fa9e8682d31efab942fc1ba79c1f4e8b2b8d8fcc136ff6643ce9404,7,1109
66,13,00ad6bebab17130b473a98b66dc5bf7e699e7b56931dfbd6488c3953addd0ee3,6,1243
65,13,04d17118ec23c04b8f4b89ad2da4f4c18244c384cfd29252c425d034f1356afa,6,1193
66,13,0ae2cccf9123b72c85cb85669f05d2347ee16a22587bfeff8a42e3f751cbc5ec,7,1194
66,13,010e67906d84ed46dd8d6e56e4fcf1aecaf6d17997fd117cc26ab6ef9e57d85f,6,1224
66,12,0657ea1ff5cb867d53cd7cddad78fa61aa5f9d903cf0edbdf553bdb44fbbe961,5,1212
66,13,003f8ab40aa700f0d0100cac5109834f387b89468586451ebb206328c34fb3f9,6,1144
73,14,01a9e22fd1a6d047d7a8db1dd42122f87d5d20147fcdd4395b7403248ef3ac0e,6,1204
66,14,04f0e29d5fbc13828a11ee6fde6be9798b1f78dc69d8ca593909b0233f0fc0cc,7,1134
66,14,08836c0d5807816e325cc8fbd42a0ac5444eadaec4a1805da6eeebc41dc35cb4,6,1146
66,13,0bfb8832355d28043ee59e8c848a12ef78a1e1dbebe67a0cebe3d9c2aae5fa6b,7,1184
66,13,0af2ccf0978bdb03a7e062b431c9fe5c2384b36afccba91077026fc749b26a00,7,1154
66,13,09773e4cb4ac52eb5145b4b9c8cbba361ef31c7c2ee5de73ea7c8da14db3e27b,6,1222
56,14,094d91044f02a809ff7999369131f422cfe8932ca5edcdd2d36bde44c855db2a,6,1195
66,13,034c28bdb8109bb362237c0226cc1009a548e66ce5842a9500838be8875bfbf2,7,1144
66,13,0ed49f1d1d5bb138c27d75201bd7ed234511cd0dfee1406bec397e53a58a5a4c,6,1194
66,13,0b2ee5c2fdec62bbefa26ffcf450241053c46af6877d13facab25a98c613045e,6,1145
66,13,0247e88fbc250f633b843c8be4b7df6de076230592d8204233d3691c1532c8d5,6,1216
65,13,09b94e1d2fc285f11e91647a23d7961faaff770f45eb580abfd39296a4e076bf,7,1213
66,13,0546bbf1bfe5a4df1c4df4c12a21ec4339f366d2a8f4c91c9a0fb2238a917be9,6,1193
66,13,035c106a92a14af4958234edf76caccd17b25c7878e48608e02e88aef2b0b3c7,6,1205
66,13,00d082730f015d3947f136c6e0caf8c8237df9ace7cb9681b2da435e1cfd298d,7,1156
66,14,0c6b4a1ac0b72be90f393195ef2d5229a640c6045312a885de5ebc48b9fd811d,6,1184
66,13,0ada8de8a5f8429daf5b3812d8bdff76f7a8daea1afb747417c7646cbad0c984,6,1219
66,13,0eec7cc0e8d1760012085c711021573a757e2a0f7623c2f3ef715815fd015db2,6,1174
66,13,0607f57fa4ad26ab40fca175b7f002895d97602c5787b61eadf1888a27ac9cf3,6,1189
57,13,0eeb6079846690c46a853783884a2db89bcc84dcb894f9490544bd516718af56,7,1145
57,13,02abf4fbb8cb73f081e83b1dde60d154041c3925d015763ea09887e136bf0765,6,1194
66,13,0b47bc74f1d2cf6d6269af51b1ec7e5f15c32954aae5b3213ba8f0ac4efdd072,6,1174
56,14,0fb4ce3aded9150413b6dfc726408111e86c3484b9acb897f574ff874e09db82,6,1145
65,12,069d181de91ec344e8c4697af6bbe724072bd0d01effb034224c324a54f01ec2,6,1197
66,13,04cf6c4383f00fe95cc7a3bd95863fc50e666e802d6370c4beb98280fa7bd81a,6,1145
66,14,08e1fcb5e632fb5db3bc4e99a6a496c2d85e6dda43d516228c2da83830a6e22e,6,1179
65,13,0e4e447fc5108ff2708ab68cb7f4f29635082f142f2e5b4b73066891f80a6106,6,1233
66,13,00d21faba60c6fac727a4f59e09682c73ae96d1b292d64d996d97d17a09eef66,6,1164
66,13,0d00bcfb452a7dbb41cd750895726c6b273ab4e35fd5d0a4bb1ec764cb39ffcf,6,1203
65,13,068108db28563a47a27e1c45840ed7d77515341747cbeb00caf5e4197564f52c,6,1183
56,13,0b87367bf18bafcd0d476f2cd2aef3152254cce82496c9e9d2737759304ddcfe,7,1154
66,13,022f8dc759c963e33d53ac4a6dd1b8f26d3778b97418f7c790232157535670c4,6,1225
66,13,020e90c91ae92c1a3456a8dffa8a84e514d98dfc19dcfe3cd52c49e6535dd75c,6,1215
65,13,0603e9007e649afd055b4bcbe53cf8a3d5fc11a2f8ee4c042132286923574d78,6,1164
56,14,0bbf9c2ebbfa9ced5c9d997cec0d2dcfc48664fdc42a7f7a04b7fa48fdba3e14,6,1156
66,13,09933915dc4f3f020ac9513d1b89067d55d516ba3f427ead9f0aa8e759d5b465,6,1164
66,13,0e5d3bc2c6ad288c9cf123c9f748265e3bcf6a310a461f712f91dc654592d138,6,1163
57,13,08cc8a9145a5d5b7d8939165017fec9b2fa7011d95034a1fac3dc4c8d720c870,7,1146
65,13,047a982b9abcb8c1ac21bad6a945fe1dd08b94359ee37292982d0d34d3b757f9,6,1169
66,14,071cba11b36ca08c5db0de54814d59ad82650acdf1035a861bbe58e2d570394c,7,1208
65,13,0967f429e448cbe23dd4d40fefd40d6b01ff15b6a483ac0dec378421f4335322,6,1193
66,13,082ab55fc8fa715c3852be4c0fcb28b53d3372edd20424f0f862110d32960516,6,1212
66,13,003a7aec402bb6040c75ed33f5c0da1d7e35a965e66b5564c061aa8c5d585fea,7,1154
66,14,0e1c47e240fc9e4f5f09cdfda195493f86064fd061a87a84a857f80eda2ec045,6,1179
66,13,0526a5766af3f98b163468e0c814d6a67159cb15daad23dafd0c72e8a1bba337,6,1193
65,14,0721c8334d179c169b7f5d247d76270afec450c55989132aac461f3de6e19669,7,1175
65,13,0b24469434991a523170c7db42618eb63e689271365d5861d4223cf930540b23,6,1154
65,13,04b0ecc8a13796d0c88fb96c4ba858c6e77c90c02dd1622530c8d65486dc3dbf,6,1202
66,13,07ad6a8b5904909b81190fec6385d587350576e63d1de1d8f3643d5de945edc7,7,1183
56,13,08c9dc3633d4f4780c36e85a50d98f4ea9afa0a4235556d97229805dea129cc0,7,1184
66,13,0b82dd5df0f75576024deab4dfb9870dabbc41d5fc3e2fd64ec31992a9a4a9b4,6,1183
66,13,00e5c7436a962e9884745984eebdd591c5efc86a87d5c691f1f9d384ee77c6b2,6,1203
65,13,01c89caa14749491997d25efafe1b723c89d915a42e773ada36eba9b4a9c8e7c,7,1215
66,13,0903bfcdb2f35353117141fca0d163a8a61b5d5f09530a07422f92c7b072c80d,6,1191
66,14,003e3e9283c62e283c3f68ef0c4c034a8982e4a483a05274091a8f4a0ee7d922,6,1174
65,13,038d4977b82cc775527e88c3c1a35388a9d35a0105aace66ef15ec5d1a451a64,6,1176
66,14,0b06f112d66bc51311dfc9fff99338e5254aeb7b1d98ca6cca3e2d1bb1c9bd3c,6,1166
65,14,0ca7886b9acd14d48fb7bf620bf70044c4ca33da0ae9c7a972465da461229f07,7,1165
66,14,041c6557584c08f048648f80475e2bb624baea2abb3ce43f7039c035caf3cda2,6,1193
66,14,01337ad037ba0d371b19cc00aac26487798b671bfab0bbdd0150f8eabef1a18a,7,1146
65,13,04b5147877b68be74271a7f3c4fe234d779b2faada24c835e42e46019d7b28e4,6,1175
67,13,067531f4128373a31cfc622fb28fba4fe0df47c0c6db137cecdb2a7baaf63df2,6,1203
66,13,06efb1500b11d3018c7664c08dd621c9f88f29b1da0b537fff6b56ced8845edc,6,1165
66,14,046ca19cefae68a7c7cd6341e8add7607d72078c41f69f7a9305d0bf664419ac,6,1164
66,12,0fc8d1d612caf61b9731de517279751d3beea3958fba9909a9beec0509abcc9f,7,1117
65,13,071628324dd9496c7d6897d142474223060b32b229a95612a651962141087bd4,7,1193
66,13,0f9022af57b1ba150e3203d4f3de93b1b747617842cc21360b2d9f8d01193572,6,1180
65,12,069a7679a2634e69f24c1b7d6f3e0332895fab305739d9778a42b7268c3908d9,7,1185
66,13,0b6e65b0e1ca8e97f4fabe9d293bba2c2ade643c06ca4006eb2d95a37b830313,6,1194
66,13,02ad61ed2a01f21fc48fdde55c989c608b94bfe7a3069ef60c721957ffd60de9,6,1195
57,13,0c011561286ec56f2a0679e1f9630353d36a83e0ffb5021d111fe96bd13fdb46,7,1174
65,13,08051d04fde3d754d8f69f5043bd63f388ebbd6649f807b4080e3600b4aea89a,6,1164
65,13,09fc60d637429f3bb1563fe79c3027967980fa8cbfdffceb7652b9d1d690c6ff,6,1135
66,13,049807fa2bb0be5f0a2b7358675b5724f0d06fdc6df37a17a69bda6bc0d491bc,6,1173
65,14,02e0adaaf605de03ca1276155947a5d5b3f91b294a6164e165e29ade3c4e885f,6,1253
65,13,0bccaef31bfffe15af4441efbebe941f6b55ae39cb093648a233d32d1e36bfa7,6,1193
66,13,0e83659c120bf67e8ca70857650d71bb786b774d61144879d6c925bc508caa1b,7,1165
66,13,0530b27169c2a10376aa4cf936c9cd79e93dbf151eaf667656fba3c7c933bb2d,6,1183
65,14,09f336fea1cfb8263214ea45f254c03e7f91355b6ad032a9224b8a03cac9a876,7,1184
66,13,0f83cef744d948a8067f3d6b09642ac43ce51d910393c26e9c16191611203b32,6,1164
65,13,0ee2500a8072e76d2997ce8717c9ba95a7558f0ef7212e2579099bba64b00251,6,1212
65,13,08971c940640921110d28ef16cfed502a570c701ac33b16f2504b5a2c70014dd,6,1197
66,13,0da3663569997a249096939fb51c87364d07c2dd9c32a21a10c8c630afbd0dac,6,1209
65,13,02adf67b6c129c65c63cda465e82e810381bdf56090ad5fdb54e7072a8d05240,6,1154
67,13,0be5cac1b44ff455c4c549a00821b0dd18ac24c2eb610451054b9e94edbf9ed5,6,1166
65,13,0db90fac50bfad0827aad08e791b93e743161908020721d43628abc6fe1d5874,7,1187
66,13,09d6e8f426569e6873eababe0f4dfd3a525bde117a33001193b1ac2e7791be7c,6,1154
